Sample ID,Organism ID,Host species,Host species NCBI tax ID,Latitude,Longitude,Spatial uncertainty,Collection day,Collection month,Collection year,Collection method or tissue,Detection method,Detection target,Detection target NCBI tax ID,Detection outcome,Detection measurement,Detection measurement units,Pathogen,Pathogen NCBI tax id,Organism sex,Dead or alive,Health notes,Life stage,Age,Mass,Length
6_LAL_014,6_LAL_014,Hylomyscus simus,337584,-11.080116666666665,8.193716666666667,10,14,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.17543859649122803,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.019,0.085
6_LAL_013,6_LAL_013,Hylomyscus simus,337584,-11.080533333333333,8.199383333333335,10,14,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.21052631578947367,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.023,0.085
6_LAL_012,6_LAL_012,Rattus rattus,10117,-11.079016666666666,8.198833333333335,10,14,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.12865497076023388,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.06,0.145
6_LAL_010,6_LAL_010,Mastomys natalensis,10112,-11.08045,8.198833333333335,10,14,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.6900584795321638,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.025,0.094
6_LAL_009,6_LAL_009,Mastomys erythroleucus,41268,-11.0795,8.198666666666666,10,14,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,positive,3.1988304093567255,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.039,0.121
6_LAL_007,6_LAL_007,Mus setulosus,10102,-11.079016666666666,8.198666666666664,10,13,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.175438596491228,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.01,0.074
6_LAL_006,6_LAL_006,Mus setulosus,10102,-11.07915,8.198683333333335,10,13,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,positive,8.022151898734178,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.008,0.072
6_LAL_004,6_LAL_004,Praomys rostratus,476587,-11.079466666666667,8.198883333333333,10,13,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.09941520467836251,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.039,0.119
6_LAL_003,6_LAL_003,Mastomys erythroleucus,41268,-11.079383333333332,8.196566666666667,10,13,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.175438596491228,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.037,0.134
6_LAL_002,6_LAL_002,Mus setulosus,10102,-11.080566666666666,8.194016666666666,10,12,4,2022,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.52046783625731,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.08
3_LAL_007,3_LAL_007,Mastomys natalensis,10112,-11.080263333333333,8.198816666666668,10,10,7,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,positive,7.713584288052374,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.052,0.121
3_LAL_003,3_LAL_003,Praomys rostratus,476587,-11.079836666666667,8.198641666666667,10,8,7,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.7029972752043597,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.08,0.085
3_BAI_001,3_BAI_001,Hybomys planifrons,2107262,-11.266438333333333,7.8365849999999995,10,3,7,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.8117088607594938,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.021,0.084
1_SEI_006,1_SEI_006,Malacomys edwardsi,333388,-11.194533333333334,8.12445,10,5,12,2020,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2865497076023392,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.048,0.128
1_SEI_008,1_SEI_008,Praomys rostratus,476587,-11.192216666666667,8.122083333333334,10,7,12,2020,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.053,0.116
1_SEI_009,1_SEI_009,Praomys rostratus,476587,-11.192,8.12255,10,7,12,2020,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.017,0.085
1_SEI_011,1_SEI_011,Praomys rostratus,476587,-11.1943,8.12295,10,7,12,2020,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.014,0.078
1_SEI_016,1_SEI_016,Praomys rostratus,476587,-11.194766666666666,8.124233333333333,10,7,12,2020,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.009,0.061
1_SEI_019,1_SEI_019,Lophuromys sikapusi,83535,-11.194183333333333,8.1206,10,7,12,2020,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.045,0.188
1_SEI_020,1_SEI_020,Lophuromys sikapusi,83535,-11.193633333333333,8.1209,10,7,12,2020,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.055,0.115
1_SEI_021,1_SEI_021,Praomys rostratus,476587,-11.19795,8.1237,10,7,12,2020,blood,NA,NA,NA,NA,NA,NA,NA,NA,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.053,0.123
1_SEI_024,1_SEI_024,Praomys rostratus,476587,-11.197883333333333,8.12395,10,7,12,2020,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.044,0.109
1_SEI_025,1_SEI_025,Praomys rostratus,476587,-11.197533333333332,8.123766666666667,10,7,12,2020,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.037,0.105
1_SEI_026,1_SEI_026,Praomys rostratus,476587,-11.19755,8.123983333333333,10,7,12,2020,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.031,0.105
1_SEI_027,1_SEI_027,Mus setulosus,10102,-11.19395,8.1222,10,6,12,2020,blood,NA,NA,NA,NA,NA,NA,NA,NA,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.01,0.069
1_SEI_034,1_SEI_034,Hylomyscus simus,337584,-11.19765,8.1237,10,9,12,2020,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.30409356725146197,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.021,0.083
1_SEI_035,1_SEI_035,Hybomys planifrons,2107262,-11.197616666666667,8.124,10,9,12,2020,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.5847953216374269,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.024,0.095
1_SEI_037,1_SEI_037,Rattus rattus,10117,-11.194633333333334,8.124116666666668,10,11,12,2020,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.584795321637427,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.028,0.103
1_SEI_040,1_SEI_040,Praomys rostratus,476587,-11.19755,8.123983333333333,10,11,12,2020,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.18713450292397663,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.043,0.117
1_SEI_042,1_SEI_042,Rattus rattus,10117,-11.193516666666667,8.1227,10,12,12,2020,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2573099415204678,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.105,0.149
2_LAL_002,2_LAL_002,Crocidura grandiceps,148971,-11.078233333333333,8.194466666666667,10,1,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.0926430517711171,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,NA,0.08
2_LAL_003,2_LAL_003,Rattus rattus,10117,-11.081016666666667,8.197715,10,1,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,-0.10899182561307896,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.052,0.135
2_LAL_004,2_LAL_004,Mus setulosus,10102,-11.078783333333334,8.198733333333333,10,3,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2779291553133516,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.015,0.08
2_LAL_006,2_LAL_006,Mus setulosus,10102,-11.07815,8.194333333333333,10,5,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.13079019073569487,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,unknown,NA,0.011,0.078
2_LAL_007,2_LAL_007,Mastomys natalensis,10112,-11.08065,8.198103333333334,10,5,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.1961852861035422,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.013,0.087
2_LAL_008,2_LAL_008,Mus setulosus,10102,-11.079516666666667,8.198716666666666,10,7,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.10354223433242501,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.012,0.075
2_LAL_010,2_LAL_010,Crocidura grandiceps,148971,-11.078883333333334,8.198983333333333,10,7,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.06539509536784739,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,unknown,NA,0.015,0.09
2_LAL_011,2_LAL_011,Crocidura olivieri,214449,-11.08035,8.1989,10,7,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.10899182561307896,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.032,0.135
2_LAL_012,2_LAL_012,Malacomys edwardsi,333388,-11.080616666666666,8.1989,10,7,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.4468664850136241,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.04,0.118
2_LAL_013,2_LAL_013,Mastomys erythroleucus,41268,-11.080533333333333,8.1993,10,7,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.14713896457765668,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.046,0.119
2_SEI_002,2_SEI_002,Mastomys natalensis,10112,-11.19266,8.122218333333333,10,12,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.18128654970760236,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.06,0.134
2_SEI_004,2_SEI_004,Mastomys natalensis,10112,-11.193606666666666,8.122768333333333,10,12,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,positive,1.5964912280701753,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.08,0.14
2_SEI_007,2_SEI_007,Crocidura olivieri,214449,-11.194616666666667,8.120733333333334,10,12,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.21637426900584797,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.022,0.11
2_SEI_008,2_SEI_008,Crocidura grandiceps,148971,-11.194483333333334,8.120516666666667,10,12,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.23976608187134507,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.012,0.085
2_SEI_009,2_SEI_009,Crocidura grandiceps,148971,-11.194533333333334,8.1205,10,12,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.4853801169590643,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.015,0.074
2_SEI_011,2_SEI_011,Praomys rostratus,476587,-11.194466666666667,8.12285,10,12,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.29239766081871343,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.05,0.128
2_SEI_013,2_SEI_013,Lophuromys sikapusi,83535,-11.1943,8.123283333333333,10,12,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.7777777777777779,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.058,0.135
2_SEI_014,2_SEI_014,Crocidura buettikoferi,214466,-11.194066666666666,8.1233,10,12,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2631578947368422,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.022,0.1
2_SEI_020,2_SEI_020,Mastomys natalensis,10112,-11.194533333333334,8.124383333333334,10,14,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.15204678362573099,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.048,0.12
2_SEI_021,2_SEI_021,Crocidura olivieri,214449,-11.198066666666668,8.1237,10,14,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.14035087719298248,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.022,0.105
2_SEI_022,2_SEI_022,Praomys rostratus,476587,-11.19795,8.123866666666666,10,14,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.14619883040935672,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.022,0.095
2_SEI_025,2_SEI_025,Mastomys natalensis,10112,-11.192161666666667,8.122283333333334,10,14,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.20467836257309946,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.043,0.107
2_SEI_029,2_SEI_029,Mastomys natalensis,10112,-11.193683333333333,8.122118333333333,10,14,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.14619883040935672,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.055,0.121
2_SEI_030,2_SEI_030,Mastomys natalensis,10112,-11.193683333333333,8.122118333333333,10,14,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.0935672514619884,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.035,0.101
2_SEI_031,2_SEI_031,Mastomys natalensis,10112,-11.193606666666666,8.122768333333333,10,16,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.25146198830409355,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.04,0.114
2_SEI_032,2_SEI_032,Mastomys natalensis,10112,-11.193606666666666,8.122768333333333,10,16,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,positive,2.4795321637426904,Optical density 450 - 630,Lassa mammarenavirus,3052310,male,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.08,0.14
2_SEI_033,2_SEI_033,Mastomys natalensis,10112,-11.1944,8.120516666666667,10,16,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.25730994152046793,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,juvenile,NA,0.033,0.099
2_SEI_035,2_SEI_035,Mastomys natalensis,10112,-11.1944,8.120383333333333,10,16,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2690058479532164,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.027,0.098
2_SEI_037,2_SEI_037,Praomys rostratus,476587,-11.194033333333334,8.1233,10,16,4,2021,blood,ELISA - antibody,Lassa mammarenavirus,3052310,negative,0.2748538011695907,Optical density 450 - 630,Lassa mammarenavirus,3052310,female,alive,Length refers to head-body length of trapped rodents and shrews,adult,NA,0.048,0.125
